category,x,y,attr_0,attr_1
category_1,0.7216882625498443,0.2586575616876272,0.6065185260868534,0.3505305842730828
category_11,0.38840519535838136,0.03904167884220511,0.4709794838166975,0.558132907971287
category_11,0.9459784574798438,0.6602525854470566,0.07983350250691468,0.7201274122472457
category_9,0.16635043665352645,0.6574319305854934,0.1440267716068413,0.4826824664510353
category_6,0.21974599734514422,0.01382053327989996,0.46628073606725573,0.5611277557423598
category_13,0.19602927971396666,0.3338562323931975,0.8412924081229072,0.29401572983058366
category_9,0.5742689845789167,0.358952865367848,0.11519229550622812,0.553379431932171
category_10,0.2408215470713686,0.9693289028360113,0.43937097514725076,0.8962071528161379
category_10,0.3762474915017876,0.16521576560492246,0.6113523933498749,0.9966246486616187
category_8,0.2634022976519397,0.3892477164556779,0.6095909168105348,0.06636505800119552
category_3,0.10445102243742566,0.7454025101584981,0.20151524808491772,0.8437442702648802
category_6,0.4373448285631577,0.12353523102724973,0.9599056946090874,0.6509357752322361
category_12,0.8417027645199899,0.10383511455121208,0.981837914207309,0.16043003879682038
category_0,0.5548595125767833,0.07353538640848523,0.4453407937964917,0.6968515337037314
category_13,0.43991460696346496,0.6222749634691003,0.4266131168800871,0.0477705754339901
category_10,0.08420596659862667,0.727131056546917,0.6757476673109247,0.7944584328254533
category_3,0.9286559281231448,0.97017679938768,0.6278166370500857,0.7281143897503178
category_2,0.33684531726429867,0.16794293110057745,0.14735609845737618,0.7966233659866511
category_12,0.19163430032059903,0.21100778293557343,0.6396853400065132,0.46207181232389005
category_11,0.19906960923157424,0.37611250923822437,0.3564720409554626,0.06322920362783713
category_4,0.7781032638106056,0.1612290781163186,0.6039370570955398,0.8809498667792902
category_13,0.29274109337894605,0.6412067468910346,0.5823483392325985,0.8657545427118324
category_8,0.06450062861479344,0.05544969978570058,0.36585027883008536,0.6536149176706566
category_13,0.7801188835583682,0.5370286802368326,0.15517380179004536,0.7921271226205124
category_4,0.13822729090941854,0.28465892872629006,0.03946485738924044,0.9493880837275954
category_4,0.26797231319851955,0.15667820700821733,0.044973635858124195,0.7123357617033429
category_12,0.22522996462257228,0.2926130913175712,0.22600497148479515,0.8712562084016711
category_10,0.761376107018395,0.8527594273613676,0.8780057492527368,0.7920540360468926
category_4,0.983952395087262,0.6897548847708825,0.30740895279426117,0.9481418181676524
category_10,0.7996170781235283,0.39263100001157525,0.17985720500171665,0.9708288167751016
category_12,0.21988845330845852,0.6165198604995271,0.6368425166121066,0.5263662261615618
category_13,0.9600899577523946,0.4882602854035637,0.6528791845926841,0.00120541822920317
category_2,0.3352639197028249,0.7170352661401822,0.3547090896418591,0.6033406321795967
category_6,0.9693298701486714,0.8644889982625682,0.5475044444426237,0.6870495785516765
category_6,0.08965015334353865,0.5506944792437527,0.3997568950941355,0.805208381452153
category_4,0.7285021897725682,0.07257023954924557,0.5819358737341379,0.11991339191091832
category_11,0.9653043940659445,0.25115125212731526,0.6837581493354066,0.7375785623427515
category_1,0.10625258650369362,0.5483251634219408,0.9128785237866414,0.4158248578995871
category_12,0.4082324846145642,0.1902987521631354,0.8959564652827545,0.6721586438610109
category_9,0.4370650590723305,0.48966686991156094,0.06962693059477298,0.08629019665098192
