category,x,y,attr_0,attr_1
category_8,0.3861754301756076,0.4500072607828596,0.8335432383166658,0.4745939020539687
category_12,0.9342995858675326,0.09436499871879456,0.6590380915630751,0.7788941482665166
category_6,0.27033210668601515,0.8665844214565058,0.7927222821497978,0.054963076086514406
category_1,0.5604665353977952,0.5395633137366128,0.055798990093403944,0.5846320098970756
category_11,0.017017729692551442,0.5388436258235039,0.10453438008554694,0.9856268162249076
category_4,0.33099537268657053,0.46998087432155133,0.3639931337809206,0.6086220799843167
category_7,0.33166108828117113,0.3147370619561113,0.26553354930744033,0.6815034580554621
category_4,0.6575855071244301,0.6227772947763388,0.41333944113880927,0.15321641192391255
category_3,0.28922228684347884,0.21979460603758982,0.09879081871061646,0.7385825777740695
category_7,0.48368868908950335,0.772382367011729,0.9805098114921198,0.5625130702275931
category_9,0.23368082228225295,0.3558929384944911,0.6813078779853532,0.2284121366435432
category_7,0.7930089787845424,0.45676736784897354,0.9179892311069392,0.7975808348551278
category_13,0.6093021633322447,0.21919351296452683,0.43993994273823944,0.19024939882508207
category_6,0.31311210035840364,0.2759045394780223,0.6337827907996176,0.31264095075999665
category_7,0.4115483433398319,0.9740499944517341,0.6203132097017103,0.7699586940912749
category_11,0.38070990806680083,0.5819846614680321,0.9200161644925751,0.7521220544748973
category_9,0.4673018584581302,0.6742475783835585,0.835942135837728,0.035994728680863175
category_9,0.8556935605090726,0.2118469646474983,0.21556364260447003,0.5016788824587658
category_0,0.07546921855150768,0.10451441955439222,0.5197943200279208,0.08571484637924398
category_9,0.32549774993104696,0.7103468629695823,0.06566230689432462,0.2772233509102867
category_7,0.14593670262233038,0.6035006736770503,0.8391576229528763,0.6841524554018299
category_8,0.4336282431759031,0.05769513618649613,0.27855419459867936,0.2937565483959924
category_3,0.8589138094920011,0.2598769029176795,0.464933522206486,0.6467041396389284
category_1,0.18009909927151346,0.6881760003116639,0.7648468640305182,0.07123835108131504
category_9,0.5576635968868365,0.04206614157752797,0.1690676306309049,0.9291208335029686
category_10,0.020934928234043193,0.87708414786493,0.8749393029028956,0.22788493086878459
category_11,0.8922686264792107,0.8659810039409251,0.09821920703029419,0.9090855579665701
category_1,0.7483240241616633,0.4266187497506405,0.3078895181523049,0.5264431686821888
category_12,0.5144111623810463,0.32535946509249536,0.916435216494608,0.9998245252146299
category_10,0.10426206356099177,0.9875167483993306,0.41635897810326394,0.543430110537298
category_13,0.937565802905999,0.7815904022602128,0.31784910459864124,0.7547493477121826
category_12,0.1947966194555114,0.39647822373204034,0.6628652998019325,0.5939536608047827
category_6,0.4046302952313807,0.15708317455827547,0.7519709977386081,0.6908939068021609
category_6,0.3210760168082143,0.3584681053616747,0.2953364550855242,0.15264838058715802
category_1,0.49370659983533327,0.7257091985291452,0.3421299685443858,0.9226288569995303
category_0,0.2663018452649648,0.9277200317432295,0.5160802527643825,0.8494195799669303
category_5,0.6515329692510533,0.9422889877754045,0.072125212904803,0.8030528919412855
category_8,0.42627010758674566,0.19026833434276758,0.7859158591961528,0.4787302508796494
category_4,0.6945330106863181,0.3212898088245042,0.6194991847375715,0.009766769381219564
category_1,0.17386715014191367,0.32824958964296547,0.0966427237479095,0.6845456053186267
category_6,0.578882888178973,0.09575095718079507,0.9650791114364062,0.942416482432173
category_5,0.8632024097206995,0.9440588871425264,0.5095143526668995,0.8290361165911224
category_2,0.9600642603629628,0.2332671839119802,0.13863611673919563,0.6909443305763552
category_0,0.8619904459405751,0.3175239492175099,0.06408847200937628,0.3481230839530639
category_5,0.07764270163307052,0.17920569237358053,0.8391083448740523,0.2683870276685709
category_5,0.740965845042682,0.4823549433670622,0.9671422598327045,0.9624654096660028
category_7,0.8238898470006771,0.5214872933893201,0.4170697265711565,0.33784106336520237
category_12,0.9027441971533944,0.16851303151961605,0.40342385447631357,0.40036411513383197
category_0,0.5741835292565011,0.7976794836406537,0.9828236453332393,0.39334289578329806
category_10,0.16633667138801467,0.41864524926003654,0.16242318602218864,0.5933961906953499
category_5,0.8979014760844828,0.05446652857685952,0.34094448957490486,0.24253958137955278
category_9,0.986185328279919,0.5696305171035161,0.9213051595979916,0.9839957062992624
category_10,0.7666001944097561,0.6130247100558474,0.9613568409038358,0.8554171946935517
category_8,0.5301548184845143,0.7907350773885752,0.5734453813349842,0.5368378794792307
category_12,0.46838089845051223,0.9367628350093081,0.5423916454057823,0.4564519055612447
category_2,0.29115097799540557,0.24816321956333487,0.655536917794715,0.28450173357213737
category_8,0.43187088150461483,0.18190485699365055,0.0176860290471188,0.6701787629320068
category_9,0.9380525551222504,0.6636981186506438,0.15930950452351267,0.30618066873896177
category_11,0.17033070807421058,0.07166429667020213,0.9952614218811385,0.9104282706040059
category_4,0.499495806540422,0.32317574984571373,0.5697617826830339,0.5778662981679257
category_13,0.03259842171872718,0.17732162880725988,0.6332411405824137,0.6614983322843488
category_1,0.8574733282398891,0.5381394015811819,0.23798650876566718,0.11951282545251818
category_12,0.058411567277292686,0.7895951028091082,0.6208421602973253,0.6900916238678984
category_7,0.22496385551003006,0.8591878764457751,0.14306240834184492,0.1769818109058311
category_12,0.9491816438260006,0.9099247990021467,0.5381218085630645,0.7355762211352588
category_1,0.04503053326120254,0.7895151700317221,0.9673378064481343,0.684656944656736
category_10,0.9984923144706219,0.5120535867992995,0.9081552706601794,0.9444009983107733
category_12,0.9239256413963834,0.432684326013429,0.6711418057821112,0.6472617297621311
category_10,0.3468785955352709,0.4345249184712605,0.3865279093867088,0.6517588249225632
category_5,0.06491882340056365,0.982341375099979,0.05258679316879278,0.4045049756621045
category_4,0.5590322426599418,0.10028473843081198,0.7068319356258482,0.5190598178482364
category_10,0.21807138645581448,0.2076781235208609,0.5534752171289662,0.9225774299119749
category_3,0.638658364170982,0.1459659273668834,0.1352439406646343,0.5512100885650655
category_13,0.9069297517683681,0.5465992455361351,0.45819923466412027,0.11354619391089382
category_9,0.6590033433725008,0.2916968106272426,0.5023911940673331,0.1394465573239868
category_10,0.8062904716871865,0.7683201563484042,0.025688609860149203,0.36683119938368824
category_12,0.22831112410653676,0.1377044303538968,0.8937268671129052,0.8000018739691626
category_11,0.8645502843193321,0.4473986108139001,0.026114250115070736,0.3126292555051384
category_10,0.9915033038148594,0.22172748479806703,0.5401259093679862,0.22370585717064173
category_10,0.24322678451878332,0.9669780889581904,0.9208291237263696,0.4146424646497233
category_5,0.6501170666855023,0.08365316001431167,0.8809777985192663,0.19681190491793887
category_11,0.3345634714228338,0.024427284148648365,0.2647929148589968,0.44365436423671667
