category,x,y,attr_0,attr_1
category_9,0.1523715442911584,0.5052137776498851,0.02258383698416977,0.9069064255483748
category_11,0.8817918048816674,0.747282577967535,0.8913016839156739,0.7689111059579402
category_11,0.8152484664251728,0.33440364940696954,0.2504734039053653,0.7864266210844432
category_0,0.8196977440759229,0.007634198578546747,0.44385231201536846,0.44213073927217217
category_13,0.8080553532076633,0.3426991760629752,0.5555519313376001,0.9188971705623201
category_3,0.9186015900705361,0.1376875309701735,0.40974880049581264,0.5632546519180219
category_8,0.8387375720355545,0.9410612730344687,0.21894985001109235,0.12175638984749271
category_13,0.8927301180968211,0.7285564870456286,0.18033129509991597,0.49050680248015455
category_7,0.6318558293815266,0.3732593133674469,0.51972695017621,0.7656581788200878
category_6,0.52547929308446,0.7631297761174843,0.6234128118662603,0.9147345503971022
category_0,0.26983286863599565,0.846269622081976,0.1904480950715003,0.5594643389194793
category_3,0.2766673535635257,0.6822716314743902,0.9425352835927179,0.6222433154238112
category_0,0.64698553296977,0.6775355046257269,0.5140658216519954,0.33465255910652536
category_5,0.6437704612891335,0.12436293725877035,0.31409940767101985,0.7973763977787695
category_8,0.7339678594286785,0.490917011646401,0.9570069737725538,0.8541549684137706
category_13,0.5374023230005168,0.22504349203579277,0.44696229272361565,0.14428869790564847
category_3,0.6664187680920635,0.16241622447062742,0.4330641058707748,0.4220920089361945
category_4,0.9230451958620447,0.5159237952197999,0.5715061344121248,0.7923309396012546
category_3,0.4861376116792908,0.24609686754666382,0.36414844241680866,0.274007721678062
category_10,0.21762508333266484,0.5835936396474413,0.893252195619836,0.20900912382635284
category_9,0.2946660695963116,0.9952937619513875,0.7059890853528082,0.27864778685529434
category_4,0.6071963524296841,0.2371020944194121,0.706566040367107,0.47529610620800555
category_11,0.34981702885632915,0.21013741017751375,0.6126919897019582,0.7427526908578416
category_4,0.4170591681729021,0.004849540698431576,0.17804773450197875,0.10326289224801666
category_9,0.5277696309674185,0.7344578641109835,0.5068747099938187,0.15195133937851546
category_10,0.5175815521377632,0.7265454485962761,0.7983908666942648,0.8832553459040255
category_0,0.9882807570851092,0.3856282061660854,0.1053647084376601,0.12019537001850988
category_13,0.7073456120100053,0.02492342333685893,0.20273994426225894,0.821252944142739
category_0,0.5171641987479891,0.36071618014175466,0.5687823377676882,0.03626812335902685
category_11,0.3342284938362131,0.8150827136742258,0.4287697575316054,0.05598720551803238
category_10,0.6568067997517637,0.9890068657698723,0.019745533711878593,0.7227274258592337
category_12,0.19848342298322152,0.6944391513423799,0.6377926891263048,0.5618789945118998
category_1,0.3029692392175899,0.4141449350029429,0.5890405003584832,0.3002146145627522
category_10,0.9921276103547888,0.0920083594831198,0.9591699052739552,0.8797649942633611
category_4,0.6252101014820355,0.9497566024925206,0.5265518528118276,0.6458452698023384
category_0,0.8259568100481183,0.452593924758939,0.8065303765026847,0.3289513664420246
category_12,0.3318139334229939,0.12675464297544614,0.45962619935664006,0.9556757063105671
category_5,0.7394776511843901,0.48030399637992083,0.4269671915957458,0.1259072228739121
category_9,0.03365752915893183,0.31436143538453143,0.4199212342607045,0.5962816791248439
category_5,0.8283840661849945,0.23169501501436107,0.5878143990075799,0.4766482491984996
category_0,0.40869870590194934,0.7552426601949337,0.16745271620714308,0.9601280614154375
category_11,0.2389791898854985,0.6846468580485007,0.32583495544543317,0.042568136625527164
category_3,0.016977915204510974,0.2305257477850785,0.8603484300981197,0.04200758412026906
category_11,0.201235775037635,0.29278371371868506,0.5814460695484649,0.7924642680806708
category_5,0.16518426847739354,0.10645310837543187,0.44236417059472,0.9423350798500287
category_2,0.38285739087922477,0.7016396046399238,0.9140629530079329,0.0359627283562477
category_0,0.26954428139396136,0.2508456984178148,0.7590223774803497,0.4819257430147862
category_7,0.49198642362810197,0.1279075041131199,0.9819092126498233,0.8502654663576565
category_4,0.2921976559219366,0.17317149336415005,0.2099953147482433,0.1818862363674708
category_1,0.518379240947248,0.13830369808890164,0.932045835003629,0.5987243313363175
category_12,0.13846048172114978,0.33064282803553946,0.5204551675209124,0.5569526930652581
category_4,0.6792613791853257,0.13384159829269793,0.05610385021944653,0.7930412202224245
category_6,0.053938978437828466,0.7384641210435686,0.6452204831398347,0.284793125534623
category_1,0.9089206097272766,0.3172910410727191,0.23374819392967072,0.3567246423583904
category_5,0.35493860389739507,0.5072690623504355,0.5483590805584623,0.7060996333246728
category_10,0.8344685205647424,0.8518094858498008,0.9591882423417334,0.49705872132543716
category_10,0.4757565002414633,0.22848430807493192,0.026920794046091157,0.46171481032378925
category_2,0.06188699370506612,0.6677878831986176,0.5195327768159614,0.08612024267668295
category_4,0.23612870313146506,0.1166024463434856,0.2832237985906546,0.5705248958229621
category_10,0.05892193354379105,0.014804985238372703,0.02429622909697504,0.06111843858435628
category_0,0.029787234329850087,0.9095667789330643,0.20056885026656301,0.8170110209564057
category_10,0.6205737345006442,0.5805310288653248,0.8059845993784444,0.999876840578
category_8,0.522616475253126,0.6253184374842194,0.14414438775852867,0.3598888218868681
category_11,0.6714291688390015,0.8491775609208118,0.3329818505609361,0.022297385926922098
category_10,0.7124145620614807,0.20005520558125434,0.04927110362267284,0.10486262530469981
category_13,0.2552028279750196,0.7043542147111701,0.5797779137066271,0.424990605965173
category_6,0.2362323756276956,0.049662050289246196,0.07410556782481093,0.2540253431581375
category_8,0.5657335252915916,0.4875737181523617,0.637704523241033,0.9325234833438043
category_7,0.020081215359138205,0.96274637049417,0.48938821692083756,0.6516036137052207
category_10,0.6463188023713093,0.80234089827299,0.8993539996208441,0.9716236432732391
category_4,0.7875633258123902,0.7409646780058831,0.7848332638828239,0.6070696539736434
category_9,0.023065209767085038,0.8347317938234381,0.9189052316081625,0.7425191779048055
category_2,0.14058518407718668,0.7669701473101086,0.08082210061763206,0.11169236877127853
category_2,0.3217309023525802,0.030461610853110277,0.6752294532966088,0.7743275326240464
category_9,0.9593325153387279,0.4343772425118253,0.18967527991272992,0.042992368208188414
category_9,0.9287486771880291,0.37976160825481664,0.9199293164260054,0.800488776062201
category_6,0.4045748989687681,0.10379599675448181,0.22932715601122455,0.32468554175604203
category_3,0.05982586739751172,0.615751026832367,0.2792296326080347,0.2477735249440397
category_6,0.9168222383963499,0.4873455299449534,0.4141160000533023,0.23666618370755022
category_2,0.6868613413058188,0.9437729207362823,0.8819334367672521,0.8690867312909232
category_1,0.6514434003951352,0.2824522293792505,0.4306695466391196,0.05689187371906368
category_5,0.7378140316107226,0.9131068521029416,0.11833415656820245,0.4556847206190765
category_4,0.3766778073964495,0.41433170626323323,0.5326484302896867,0.6169221227613907
category_5,0.9932591184741568,0.34724622149323625,0.44595247853880793,0.3692387618358357
category_0,0.3446478795038672,0.17649716285785222,0.34400619696296453,0.5766125909083277
category_12,0.04752144585394891,0.7690637942926077,0.251389549617388,0.8175740857305616
category_4,0.3035808868499369,0.21586224034233437,0.8834243730046317,0.7008263692674452
category_0,0.7254943151334662,0.974370353641972,0.5460064031532331,0.6678273645565856
category_6,0.981075292743507,0.5853574813616153,0.8749717628041608,0.8079723957612103
category_6,0.5902035273293549,0.8738005504462125,0.8020864156573609,0.3042334620749336
category_7,0.015803851771007515,0.033766060224003525,0.4635105432029567,0.700298074777865
category_1,0.00822380254338273,0.3370507002248573,0.7403152423690516,0.2932664911410603
category_9,0.7774856714987796,0.4680104528219815,0.24907048882427363,0.3100543793977556
category_0,0.05016673294977281,0.6618710110963393,0.8406096360837034,0.6046996211564756
category_13,0.15109281024594845,0.8218722216379369,0.8656828472535946,0.20274654306081674
category_0,0.4091995897788936,0.5531366252365705,0.13055350923796938,0.4868233812834445
category_9,0.7710280901297052,0.9604613706299372,0.8321675930179835,0.8263740646678458
category_10,0.198986246827221,0.5094035389902903,0.7557645688144129,0.9095478521927691
category_4,0.3680560938682872,0.9074976746100382,0.8351729435905352,0.9010862023470909
category_4,0.6237632792096252,0.5026587418308353,0.2152510019999242,0.5920351221398544
category_7,0.9772197862505102,0.0763509607911852,0.12496998795737713,0.4546398731964697
category_10,0.0799456169695354,0.4821840521874071,0.6566931634844033,0.2877979631266514
category_11,0.06316010150568985,0.23296885999057115,0.21358066263540654,0.3087226883738077
category_2,0.9255235670193236,0.39481765130184543,0.17522872419154767,0.9787552263113849
category_1,0.2098504813619977,0.19481342947298885,0.8425255190346245,0.650813677231152
category_10,0.2699125463847807,0.3002564530476929,0.03448109297641011,0.7818704377676216
category_4,0.9468863886211191,0.8755117823493136,0.4889749246468036,0.42761535711675935
category_0,0.664238480524383,0.7212993476513059,0.787145627677611,0.865247591397281
category_10,0.8027710939658885,0.21852334676820662,0.5134029768267949,0.3449118885445711
category_0,0.14044787550931281,0.3553761921187176,0.010252800938315376,0.4092185178013801
category_0,0.7271091496857037,0.9377496187782773,0.8334773887909468,0.4478569924863103
category_12,0.8907555339750619,0.5540148158721744,0.664345423135358,0.5638954636094534
category_13,0.7316765176926907,0.6990783208555021,0.04424706725269534,0.4801978712700635
category_13,0.0100256262613585,0.7496368993990905,0.3532380448868365,0.9190336831769804
category_8,0.281078458221526,0.6261142189295698,0.19805743871220893,0.9333289339647771
category_1,0.791380927695601,0.640791478064533,0.523123919101017,0.15043217737424985
category_7,0.2388049618224516,0.5070433631555289,0.1897761039383471,0.21780398105047793
category_3,0.5486529273109287,0.3158061316618824,0.8747903806510351,0.9266180265648737
category_9,0.5898725409271692,0.6702279386440223,0.8879509599226969,0.8028324824807882
category_13,0.9917976720290297,0.5100209836061689,0.7042933195551715,0.5799917510222659
category_2,0.5239012556387292,0.3192140610923343,0.3279546371743063,0.6279366101703165
category_12,0.3973857238496893,0.13187280052070216,0.6865411859339775,0.36678485098686975
category_2,0.47287562700585384,0.017321033355770177,0.30456346722758765,0.22065820719663043
category_9,0.9482827816573086,0.604075940026185,0.5673674111093974,0.5513744948934076
category_9,0.2220387244640537,0.7790347135325694,0.502880169144055,0.39601040909074603
category_9,0.23718601545606732,0.5748945105490668,0.7438068448716701,0.6213201826156676
category_5,0.2907678951350031,0.8181325156111481,0.44910424128266646,0.49487057882115215
category_5,0.38824705640366497,0.2580216531437025,0.5553590584512219,0.49941494070904413
category_4,0.07219455761987503,0.02632352153020634,0.9344869638820253,0.05668056924061704
category_6,0.8159603330723797,0.9085158719762247,0.5654970024102538,0.44673390334626006
category_7,0.49023079119909785,0.08775582403870463,0.6299629671805402,0.06009126475519866
category_10,0.3327969956531148,0.6617329225471484,0.5031454675536072,0.19909841836057396
category_7,0.6910539062846939,0.8191459608171402,0.777024656109664,0.3185125179984807
category_13,0.4052477208586639,0.30847974183034277,0.5678909926542696,0.6982740831243565
category_13,0.16393242108465766,0.8310596855442441,0.7790704822165515,0.8068608622871618
category_1,0.08574572013793802,0.12695578313754152,0.8398944680115179,0.555486585175138
category_4,0.027547940922581393,0.6759468418878714,0.44145199364566023,0.8533941733066177
category_7,0.009596623185613384,0.42490985541149684,0.29312828800004964,0.20811873083709298
category_5,0.968935873053406,0.40832194772970576,0.4221094973414471,0.4249329358266908
category_5,0.1706475068294706,0.2752139739055218,0.20011125039440758,0.7244795348832599
