category,x,y,attr_0,attr_1
category_13,0.23179774729239,0.4218370295085764,0.0713779833803222,0.19645156322220514
category_4,0.37676457031775146,0.7441080618472631,0.632804341318997,0.8562372510398445
category_7,0.5318455209332467,0.042835628472312925,0.1792849606881497,0.48238036644039783
category_7,0.8165273311103224,0.400200952156872,0.38043194924869217,0.7053818824702854
category_4,0.3965521500905562,0.7830214819324375,0.6528393554920122,0.10288163464296074
category_8,0.9289906556220692,0.35867101736328677,0.8519423462406401,0.883129733824758
category_1,0.0036362043770459263,0.7036258086712975,0.27524817325318307,0.5719580578300579
category_0,0.017756459844869843,0.4727593697713339,0.6386192883238416,0.8116071728317761
category_5,0.9613554370796128,0.5823427554758238,0.624681234648659,0.9185998967644317
category_7,0.3132600746323374,0.9866309520726126,0.8705616527447388,0.2660802207444355
category_1,0.6047110456751446,0.4650391581761898,0.8979777607383495,0.23854676543445186
category_7,0.8597437965757906,0.5325785302383833,0.5309836835732328,0.8387978462317777
category_0,0.8111846751897264,0.7324169869120123,0.015006404861189204,0.30328115983154
category_11,0.3939719600444411,0.634549576522678,0.52855996919219,0.4998379940198021
category_11,0.19441506452377877,0.9730864473911832,0.02503782045723113,0.38439243371789966
category_8,0.46637850184845253,0.5903696518412983,0.3624445078013052,0.7508873368079187
category_0,0.3244807580920597,0.2749445678745883,0.01990413653055756,0.5110479487765592
category_1,0.9295437717446106,0.277342731435418,0.20887953946896531,0.6541601972663574
category_9,0.7992350591937777,0.022826636950273205,0.9196034270700871,0.7599602924431613
category_3,0.6574155344515241,0.3977568965507582,0.6167930798779862,0.12616552425570804
category_8,0.5175671391553038,0.9526583024961917,0.2203994824673572,0.48554160910424726
category_7,0.012017116940978623,0.3586513615590262,0.21739114108071356,0.32142369628803813
category_10,0.5365144423902282,0.5565269655534613,0.4098075220297256,0.33486593696403866
category_10,0.08324006384912719,0.3803031518517782,0.3091642875611481,0.43369340450149707
category_4,0.4385438131202013,0.5260472553678125,0.7503178414130434,0.831993792935256
category_7,0.5076987571455874,0.1548843845040272,0.20555666902792213,0.45001463000443187
category_10,0.7320004864387843,0.21355821174894463,0.8266298321909242,0.10445788955113
