category,x,y,attr_0,attr_1
category_7,0.5186771718187191,0.6112118539603776,0.29198464779021416,0.6608955826996573
category_5,0.8286324520832423,0.6818293549147694,0.5182411577020104,0.4990800087859909
category_4,0.5467475873603471,0.018411996816394383,0.5004801950461614,0.2835547386592342
category_0,0.6062327826947904,0.27658753352292453,0.1345021358666315,0.521400838516246
category_12,0.5776841556095689,0.420287820190861,0.9346409687588617,0.7074794882060192
category_4,0.20961032635754895,0.8671277187164407,0.8871349108634731,0.25479000050241696
category_5,0.693880702205995,0.6674924470590201,0.13682455888631495,0.15665981854342226
category_11,0.17492459023002738,0.30677331011035225,0.5089405748909452,0.9544396243093022
category_4,0.22030251176314286,0.5935296146099933,0.8305213994228833,0.2620024171481721
category_3,0.2422023060955254,0.8189043054719948,0.2005299000515922,0.9041184058493038
category_1,0.8562870770399265,0.4838440127539989,0.9465826757226218,0.7876755737155375
category_12,0.0016473936819404456,0.6701708791903678,0.6353145346608854,0.6883699967225909
category_3,0.8809907224839463,0.18941856385293,0.6138041802988278,0.854959654133855
category_1,0.7851082564941372,0.8334641861630375,0.9662364870929981,0.39557336412590727
category_3,0.7118146513712806,0.5086549912352158,0.5275078959654035,0.46120827476488524
category_3,0.14153993480183935,0.32083851021745935,0.02791320888686455,0.8916049957849758
category_2,0.4430112853018884,0.8404210804327378,0.4640445055223682,0.7157797420072971
category_1,0.1279707657152549,0.4347870415176811,0.15817868614906538,0.9969358654572138
category_12,0.7623484997111654,0.06356820376158812,0.3395972368796144,0.3740979866124612
category_7,0.18274603312952564,0.10031852035067546,0.3834121286152571,0.25471883744533863
category_10,0.23248946032955742,0.6856130530003177,0.012126528683253146,0.9237440456623051
category_5,0.31857289343370776,0.34114241873340656,0.18946166957545585,0.893729575432364
category_5,0.7615459051211413,0.243158841848523,0.1543271806995179,0.12820974202434232
category_11,0.6035482491808272,0.7945060823295118,0.15774351557992905,0.982177708713723
category_1,0.5745009882765818,0.7806676456519467,0.9342996587793811,0.190893834674547
category_6,0.9868425205995582,0.5851396990301839,0.5057873519229712,0.8279680839858455
category_1,0.191955119070373,0.06246775419508088,0.32212033072904456,0.6118076913596426
category_5,0.5916406036483364,0.6790981453269778,0.21747987244944877,0.48720023438374427
category_10,0.7079053059098441,0.5791939303144832,0.670627239931515,0.3320101478605566
